Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,146.47000122070312,146.77999877929688,145.3000030517578,145.88999938964844,141.56121826171875,446400
2020-01-03,145.38999938964844,146.00999450683594,144.7100067138672,145.72000122070312,141.3962860107422,205700
2020-01-06,144.9199981689453,146.80999755859375,144.50999450683594,146.72999572753906,142.37628173828125,242900
2020-01-07,146.38999938964844,146.97000122070312,145.64999389648438,146.47999572753906,142.1337127685547,320700
2020-01-08,147.0399932861328,147.74000549316406,146.35000610351562,146.7100067138672,142.35687255859375,458500
2020-01-09,147.47000122070312,148.64999389648438,147.42999267578125,148.6199951171875,144.210205078125,311200
2020-01-10,148.97999572753906,149.1199951171875,145.36000061035156,145.50999450683594,141.19247436523438,336500
2020-01-13,145.7899932861328,147.55999755859375,145.74000549316406,147.19000244140625,142.8226776123047,336700
2020-01-14,147.17999267578125,147.58999633789062,145.6199951171875,147.07000732421875,142.7062225341797,390200
2020-01-15,147.00999450683594,149.36000061035156,146.6199951171875,148.64999389648438,144.2393035888672,437600
2020-01-16,149.67999267578125,150.27999877929688,148.5800018310547,149.27000427246094,144.84091186523438,323700
2020-01-17,149.44000244140625,149.94000244140625,148.86000061035156,149.47000122070312,145.03500366210938,278500
2020-01-21,148.80999755859375,150.82000732421875,148.80999755859375,149.61000061035156,145.17083740234375,293900
2020-01-22,150.55999755859375,151.3000030517578,149.55999755859375,149.61000061035156,145.17083740234375,351600
2020-01-23,150.02000427246094,152.57000732421875,148.83999633789062,152.41000366210938,147.88775634765625,411200
2020-01-24,152.4499969482422,153.44000244140625,150.38999938964844,151.25,146.76217651367188,418500
2020-01-27,149.0500030517578,150.08999633789062,148.22999572753906,149.0399932861328,144.6177520751953,360800
2020-01-28,149.74000549316406,151.11000061035156,148.8000030517578,150.0500030517578,145.59779357910156,813900
2020-01-29,149.55999755859375,150.6300048828125,149.47999572753906,149.60000610351562,145.1611328125,336900
2020-01-30,148.55999755859375,153.25999450683594,148.55999755859375,153.07000732421875,148.52818298339844,520500
2020-01-31,152.99000549316406,152.99000549316406,149.25,149.5399932861328,145.1029052734375,824500
2020-02-03,151.1699981689453,152.91000366210938,150.8699951171875,151.97999572753906,147.4705047607422,397000
2020-02-04,153.10000610351562,155.3300018310547,152.7899932861328,153.77000427246094,149.20742797851562,498300
2020-02-05,161.42999267578125,164.83999633789062,160.0800018310547,163.97999572753906,159.11447143554688,957300
2020-02-06,165.25999450683594,165.74000549316406,162.74000549316406,164.1999969482422,159.3279266357422,937200
2020-02-07,164.19000244140625,166.07000732421875,163.5399932861328,165.2899932861328,160.38560485839844,560000
2020-02-10,165.2899932861328,168.72000122070312,164.88999938964844,168.3800048828125,163.3839111328125,351800
2020-02-11,169.47000122070312,169.7899932861328,167.61000061035156,168.1199951171875,163.13160705566406,426700
2020-02-12,168.52999877929688,169.22000122070312,166.13999938964844,169.1199951171875,164.1019744873047,431000
2020-02-13,168.44000244140625,169.99000549316406,168.25999450683594,168.9499969482422,163.9369659423828,550800
2020-02-14,169.16000366210938,172.17999267578125,168.72999572753906,172.0800018310547,166.97412109375,351400
2020-02-18,171.6199951171875,174.14999389648438,171.19000244140625,172.86000061035156,167.73098754882812,654800
2020-02-19,173.75999450683594,174.1199951171875,172.02000427246094,173.82000732421875,168.66250610351562,511600
2020-02-20,174.0500030517578,174.92999267578125,172.1199951171875,174.4600067138672,169.28350830078125,388200
2020-02-21,173.74000549316406,173.74000549316406,170.08999633789062,171.00999450683594,165.9358673095703,418800
2020-02-24,165.52000427246094,169.32000732421875,165.07000732421875,167.92999267578125,162.94723510742188,455300
2020-02-25,168.72000122070312,169.0800018310547,163.38999938964844,163.75,158.8912811279297,737000
2020-02-26,164.49000549316406,165.27999877929688,160.47999572753906,160.5500030517578,155.78622436523438,602000
2020-02-27,157.72999572753906,160.99000549316406,154.22000122070312,154.5500030517578,149.96426391601562,685600
2020-02-28,151.77000427246094,153.91000366210938,147.72999572753906,151.74000549316406,147.6484375,1178300
2020-03-02,152.60000610351562,158.82000732421875,150.4199981689453,158.72999572753906,154.449951171875,826500
2020-03-03,158.6999969482422,161.38999938964844,155.74000549316406,157.7899932861328,153.53529357910156,1557000
2020-03-04,160.9499969482422,165.58999633789062,158.35000610351562,165.39999389648438,160.9401092529297,649600
2020-03-05,160.4499969482422,165.5500030517578,160.4499969482422,164.99000549316406,160.54116821289062,834200
2020-03-06,160.22000122070312,163.83999633789062,156.92999267578125,161.44000244140625,157.08689880371094,857600
2020-03-09,152.42999267578125,157.0800018310547,150.82000732421875,151.6300048828125,147.54139709472656,774000
2020-03-10,156.11000061035156,163.49000549316406,151.82000732421875,163.42999267578125,159.02322387695312,925500
2020-03-11,161.0,163.02000427246094,157.25999450683594,161.00999450683594,156.66847229003906,868800
2020-03-12,152.0399932861328,161.3300018310547,149.1999969482422,155.14999389648438,150.96649169921875,1352400
2020-03-13,160.49000549316406,162.13999938964844,147.1699981689453,160.89999389648438,156.5614471435547,1468600
2020-03-16,148.0,156.07000732421875,144.39999389648438,147.9600067138672,143.97035217285156,1085800
2020-03-17,150.83999633789062,162.55999755859375,150.60000610351562,156.19000244140625,151.9784393310547,1044500
2020-03-18,145.05999755859375,159.60000610351562,144.07000732421875,158.6300048828125,154.3526611328125,839200
2020-03-19,162.6300048828125,162.6300048828125,146.44000244140625,148.57000732421875,144.56394958496094,1172100
2020-03-20,152.97000122070312,153.91000366210938,130.3000030517578,134.3300018310547,130.7078857421875,1370100
2020-03-23,134.41000366210938,135.41000366210938,123.63999938964844,129.61000061035156,126.11516571044922,950400
2020-03-24,133.97999572753906,143.3699951171875,133.89999389648438,142.22999572753906,138.3948516845703,897700
2020-03-25,141.32000732421875,146.0399932861328,138.11000061035156,141.86000061035156,138.0348358154297,818600
2020-03-26,142.22000122070312,153.1999969482422,141.33999633789062,151.00999450683594,146.9381103515625,863700
2020-03-27,146.9499969482422,155.22000122070312,145.27999877929688,149.02999877929688,145.01148986816406,545300
2020-03-30,150.6300048828125,156.77999877929688,146.49000549316406,156.0500030517578,151.8422393798828,571700
2020-03-31,154.50999450683594,158.05999755859375,152.7100067138672,155.24000549316406,151.05409240722656,781000
2020-04-01,149.8699951171875,152.5500030517578,144.69000244140625,147.0800018310547,143.1140899658203,624600
2020-04-02,144.3300018310547,151.83999633789062,142.57000732421875,151.16000366210938,147.08409118652344,527400
2020-04-03,149.9199981689453,157.77000427246094,149.52999877929688,156.2100067138672,151.99790954589844,718800
2020-04-06,160.72999572753906,168.6699981689453,159.3800048828125,167.33999633789062,162.82777404785156,960600
2020-04-07,171.57000732421875,173.82000732421875,166.00999450683594,167.17999267578125,162.672119140625,995100
2020-04-08,158.8300018310547,170.5,158.8300018310547,169.3800048828125,164.81280517578125,884500
2020-04-09,170.67999267578125,171.97000122070312,169.1999969482422,170.16000366210938,165.57176208496094,427000
2020-04-13,168.38999938964844,169.77999877929688,162.22000122070312,163.1199951171875,158.7216033935547,439100
2020-04-14,165.9199981689453,168.35000610351562,164.0500030517578,168.0,163.46998596191406,503400
2020-04-15,164.25999450683594,165.72000122070312,161.2899932861328,163.22000122070312,158.81887817382812,423400
2020-04-16,166.02000427246094,167.41000366210938,162.80999755859375,165.41000366210938,160.94981384277344,480900
2020-04-17,168.66000366210938,170.67999267578125,167.83999633789062,169.66000366210938,165.0852508544922,488500
2020-04-20,166.9600067138672,168.1300048828125,165.9600067138672,166.6699981689453,162.1758575439453,476900
2020-04-21,164.64999389648438,164.80999755859375,155.0,156.3800048828125,152.16331481933594,442700
2020-04-22,157.3300018310547,161.05999755859375,156.00999450683594,159.63999938964844,155.33538818359375,499600
2020-04-23,159.60000610351562,160.6699981689453,155.6999969482422,156.1999969482422,151.9881591796875,526400
2020-04-24,157.25999450683594,159.16000366210938,155.25999450683594,159.11000061035156,154.8197021484375,870200
2020-04-27,161.25999450683594,164.25,160.25,163.47000122070312,159.06214904785156,415100
2020-04-28,164.8000030517578,165.8000030517578,159.9199981689453,160.35000610351562,156.02627563476562,580000
2020-04-29,162.3300018310547,165.49000549316406,160.88999938964844,161.27999877929688,156.93118286132812,529100
2020-04-30,160.9199981689453,164.38999938964844,159.3699951171875,163.5500030517578,159.13998413085938,801900
2020-05-01,160.50999450683594,162.83999633789062,157.39999389648438,158.5,154.2261505126953,450900
2020-05-04,158.5800018310547,162.75,157.3000030517578,162.02999877929688,157.66098022460938,664200
2020-05-05,164.36000061035156,177.57000732421875,164.36000061035156,176.1999969482422,171.4488983154297,1049200
2020-05-06,175.1699981689453,179.80999755859375,174.52999877929688,178.5,173.68687438964844,660100
2020-05-07,180.35000610351562,185.5500030517578,178.5399932861328,183.80999755859375,178.85369873046875,721600
2020-05-08,184.30999755859375,185.6699981689453,182.39999389648438,182.7899932861328,177.86117553710938,479300
2020-05-11,182.10000610351562,187.88999938964844,180.4199981689453,186.75,181.7144012451172,467300
2020-05-12,187.19000244140625,188.75999450683594,184.7899932861328,185.25999450683594,180.2645721435547,547100
2020-05-13,184.69000244140625,187.38999938964844,182.25999450683594,185.0800018310547,180.08944702148438,468900
2020-05-14,184.27000427246094,185.4199981689453,182.2899932861328,185.22999572753906,180.23541259765625,574100
2020-05-15,183.89999389648438,190.11000061035156,182.50999450683594,189.7899932861328,184.6724395751953,795000
2020-05-18,193.97000122070312,195.02999877929688,190.35000610351562,190.91000366210938,185.76222229003906,635500
2020-05-19,190.97999572753906,193.6999969482422,188.74000549316406,188.75,183.66049194335938,378900
2020-05-20,192.02999877929688,193.49000549316406,190.00999450683594,190.47000122070312,185.3341064453125,386000
2020-05-21,190.5399932861328,190.5399932861328,185.19000244140625,185.5,180.4981231689453,442200
2020-05-22,184.8300018310547,187.08999633789062,183.63999938964844,186.9199981689453,181.87982177734375,313700
2020-05-26,189.7899932861328,189.7899932861328,181.75999450683594,182.19000244140625,177.2773895263672,617200
2020-05-27,181.77000427246094,185.08999633789062,175.22000122070312,176.72000122070312,172.3616485595703,925700
2020-05-28,177.47999572753906,179.94000244140625,176.72000122070312,177.86000061035156,173.47354125976562,743200
2020-05-29,179.00999450683594,181.38999938964844,177.25999450683594,180.86000061035156,176.39956665039062,1156700
2020-06-01,181.94000244140625,183.00999450683594,179.6699981689453,180.72000122070312,176.2630157470703,544700
2020-06-02,182.32000732421875,182.89999389648438,180.19000244140625,182.60000610351562,178.09666442871094,739500
2020-06-03,182.3800048828125,182.75,178.0399932861328,178.39999389648438,174.000244140625,371000
2020-06-04,176.22999572753906,178.7899932861328,176.22999572753906,178.07000732421875,173.6783905029297,537000
2020-06-05,179.27000427246094,180.14999389648438,175.19000244140625,179.8699951171875,175.43397521972656,673400
2020-06-08,178.05999755859375,178.10000610351562,173.57000732421875,176.2899932861328,171.94229125976562,672800
2020-06-09,176.97999572753906,179.5,176.61000061035156,178.86000061035156,174.4488983154297,481700
2020-06-10,180.52999877929688,183.02999877929688,178.75999450683594,182.33999633789062,177.84304809570312,615100
2020-06-11,182.17999267578125,183.0,174.58999633789062,174.89999389648438,170.5865478515625,612500
2020-06-12,176.75999450683594,178.17999267578125,170.25999450683594,172.25,168.00192260742188,584100
2020-06-15,168.69000244140625,175.32000732421875,168.69000244140625,173.94000244140625,169.65025329589844,399300
2020-06-16,179.7899932861328,179.7899932861328,173.55999755859375,175.88999938964844,171.5521697998047,359400
