Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,149.27999877929688,151.1300048828125,148.89999389648438,151.1199951171875,148.4751434326172,845100
2020-01-03,150.0,152.72999572753906,150.0,152.58999633789062,149.91941833496094,876900
2020-01-06,151.83999633789062,153.02999877929688,150.69000244140625,152.94000244140625,150.2633056640625,656200
2020-01-07,153.24000549316406,154.92999267578125,153.0800018310547,154.22000122070312,151.52090454101562,1514700
2020-01-08,154.47999572753906,156.22999572753906,153.9600067138672,155.63999938964844,152.91603088378906,773100
2020-01-09,156.6699981689453,157.9600067138672,156.64999389648438,157.13999938964844,154.38978576660156,758800
2020-01-10,157.11000061035156,157.82000732421875,156.38999938964844,157.32000732421875,154.56661987304688,844700
2020-01-13,157.33999633789062,158.13999938964844,156.8800048828125,158.02000427246094,155.25437927246094,549500
2020-01-14,157.64999389648438,157.92999267578125,156.5399932861328,156.8800048828125,154.13433837890625,617600
2020-01-15,157.33999633789062,159.13999938964844,157.2100067138672,158.64999389648438,155.8733367919922,824100
2020-01-16,159.3000030517578,160.88999938964844,158.97000122070312,160.55999755859375,157.74993896484375,628000
2020-01-17,160.86000061035156,161.58999633789062,160.07000732421875,160.5500030517578,157.74009704589844,549300
2020-01-21,159.66000366210938,162.24000549316406,159.25999450683594,161.3000030517578,158.4769744873047,648400
2020-01-22,162.42999267578125,164.0500030517578,162.42999267578125,163.58999633789062,160.72691345214844,790700
2020-01-23,163.1300048828125,165.2899932861328,162.17999267578125,165.10000610351562,162.21046447753906,708100
2020-01-24,165.39999389648438,165.9499969482422,164.1300048828125,165.3000030517578,162.40696716308594,486000
2020-01-27,163.30999755859375,164.91000366210938,161.82000732421875,163.9499969482422,161.08059692382812,640200
2020-01-28,164.14999389648438,165.5,163.8800048828125,164.80999755859375,161.92555236816406,758900
2020-01-29,165.0,165.3699951171875,163.92999267578125,164.17999267578125,161.3065643310547,529300
2020-01-30,163.25,164.80999755859375,162.97999572753906,164.7100067138672,161.82733154296875,476000
2020-01-31,164.4199981689453,164.74000549316406,162.0,162.47000122070312,159.62646484375,621000
2020-02-03,163.02999877929688,166.00999450683594,163.02999877929688,165.22000122070312,162.328369140625,649600
2020-02-04,166.8000030517578,168.7100067138672,166.3800048828125,168.1300048828125,165.18743896484375,931700
2020-02-05,169.5,169.89999389648438,167.5800018310547,168.55999755859375,165.6099090576172,1132400
2020-02-06,169.5500030517578,169.8800048828125,168.27999877929688,168.9499969482422,165.9930877685547,446700
